genotype_id,gene_symbols,zygosity,expression_direction,genetic_background,primary_system,n_phenotype_terms,is_famous,eligible,phenotype_terms,pmids,direction,aging_terms,also_developmental
MGI:3789201,Nos1|Nos2,multi-locus,decreased,involves: 129S4/SvJae * 129S7/SvEvBrd,homeostasis/metabolism,7,0,1,polydipsia|polyuria|reduced fertility|decreased urine osmolality|increased blood urea nitrogen level|decreased urine sodium level|increased blood osmolality,16024729,shortens,premature death,0
MGI:3789202,Nos1|Nos3,multi-locus,decreased,involves: 129S4/SvJae,homeostasis/metabolism,11,1,1,abnormal sensory neuron innervation pattern|polydipsia|reduced long-term potentiation|polyuria|reduced fertility|decreased urine osmolality|decreased heart rate|increased blood urea nitrogen level|increased systemic arterial systolic blood pressure|decreased urine sodium level|increased blood osmolality,10727738|16024729|8978606,shortens,premature death,0
MGI:3789203,Nos2|Nos3,multi-locus,decreased,involves: 129S4/SvJae * 129S7/SvEvBrd,homeostasis/metabolism,9,1,1,polydipsia|polyuria|reduced fertility|decreased urine osmolality|decreased heart rate|increased blood urea nitrogen level|increased systemic arterial systolic blood pressure|decreased urine sodium level|increased blood osmolality,16024729,shortens,premature death,0
MGI:3789336,Bax|Lama2,multi-locus,decreased,B6.129-Bax<tm1Sjk> Lama2<tm1Eeng>,growth/size/body region,6,1,1,decreased body weight|decreased body size|abnormal postnatal growth/weight/body size|abnormal skeletal muscle fiber morphology|increased skeletal muscle mass|impaired skeletal muscle regeneration,15578095,extends,extended life span,0
MGI:3789477,C3|Lama2,multi-locus,decreased,either: (involves: 129S2/SvPas * 129P1/ReJ) or (involves: 129X1/SvJ * 129P1/ReJ),hematopoietic system,8,0,1,dystrophic muscle|abnormal skeletal muscle morphology|increased body weight|decreased IgM level|increased IgG level|increased IgM level|skeletal muscle interstitial fibrosis|abnormal physical strength,12044978,extends,extended life span,0
MGI:3789478,Lama2,homozygote,unknown,involves: 129P1/ReJ,muscle,8,0,1,scoliosis|muscle weakness|dystrophic muscle|postnatal growth retardation|abnormal muscle physiology|increased IgG level|increased IgM level|skeletal muscle interstitial fibrosis,12044978,shortens,premature death,0
MGI:3789481,Lama2,multi-locus,mixed,B6.Cg-Lama2<tm1Eeng> Tg(Myod1-BCL2)1Jbm,growth/size/body region,1,0,1,abnormal postnatal growth/weight/body size,15578095,extends,extended life span,0
MGI:3789685,Il10rb,multi-locus,mixed,involves: 129S2/SvPas * C3H * C57BL/6,immune system,13,0,1,liver inflammation|lung inflammation|colitis|abnormal cytokine secretion|proctitis|cachexia|increased circulating tumor necrosis factor level|increased tumor necrosis factor secretion|increased interferon-gamma secretion|increased circulating interferon-gamma level|increased circulating interleukin-6 level|increased interleukin-17 secretion|abnormal cytokine level,18318596,shortens,premature death,0
MGI:3789904,Vax1,homozygote,decreased,either: (involves: 129S1/Sv * 129X1/SvJ * C57BL/6) or (involves: 129S1/Sv * 129X1/SvJ * NMRI),nervous system,13,0,1,cleft palate|abnormal corpus callosum morphology|abnormal hypothalamus morphology|abnormal telencephalon development|abnormal optic nerve morphology|abnormal optic nerve innervation|abnormal forebrain development|holoprosencephaly|coloboma|abnormal anterior commissure morphology|absent optic chiasm|abnormal upper incisor morphology|fused upper incisors,10601036,shortens,premature death,1
MGI:3789948,F5|Proz,multi-locus,decreased,involves: 129S2/SvPas * 129X1/SvJ * C57BL/6,,0,0,1,,10829076,shortens,premature death,0
MGI:3789949,F5|Proz,multi-locus,decreased,involves: 129S2/SvPas * 129X1/SvJ * C57BL/6,cardiovascular system,2,0,1,hemorrhage|abnormal thrombosis,10829076,shortens,premature death,0
MGI:3789950,F5|Proz,multi-locus,decreased,involves: 129S2/SvPas * 129X1/SvJ * C57BL/6,homeostasis/metabolism,1,0,1,abnormal thrombosis,10829076,shortens,premature death,0
MGI:3790616,Apc|Smad2,multi-locus,decreased,involves: 129S2/SvPas * 129S4/SvJae * C57BL/6J,digestive/alimentary,1,0,1,increased intestinal adenoma incidence,12384562,shortens,decreased tumor-free survival time,0
MGI:3790617,Apc|Smad2,multi-locus,decreased,involves: 129S2/SvPas * 129S4/SvJae * C57BL/6J,digestive/alimentary,1,0,1,increased intestinal adenoma incidence,12384562,shortens,decreased tumor-free survival time,0
MGI:3790810,Bmi1|E2f6,multi-locus,decreased,involves: 129P2/OlaHsd * 129S4/SvJae * C57BL/6,hematopoietic system,15,0,1,abnormal vertebrae morphology|decreased bone marrow cell number|decreased cell proliferation|cerebellum hypoplasia|ataxia|anemia|postnatal growth retardation|abnormal bone marrow cell morphology/development|abnormal cell cycle|cervical vertebral transformation|lumbar vertebral transformation|thoracic vertebral transformation|decreased double-positive T cell number|early cellular replicative senescence|decreased hematopoietic cell number,18366140,shortens,premature death,1
MGI:3790954,Stk11,heterozygote,decreased,Not Specified,digestive/alimentary,9,0,1,distended abdomen|increased hemangioma incidence|intestinal obstruction|gastric polyps|increased liver adenoma incidence|increased hepatocellular carcinoma incidence|increased endometrial carcinoma incidence|intestine polyps|duodenum polyps,12218179,shortens,premature death,0
MGI:3793292,Egln1,multi-locus,none,involves: 129S6/SvEvTac * C57BL/6 * CBA,cardiovascular system,10,0,1,blood vessel congestion|reddish skin|decreased body size|hemorrhage|dilated cardiomyopathy|polycythemia|cardiac ischemia|increased myocardial fiber size|abnormal myocardium layer morphology|increased circulating erythropoietin level,18096761,shortens,premature death,0
MGI:3793505,Spi1,homozygote,decreased,involves: 129S2/SvPas * C57BL/6,immune system,18,0,1,"abnormal microglial cell morphology|decreased neutrophil cell number|decreased thymocyte number|postnatal growth retardation|abnormal T cell differentiation|abnormal astrocyte morphology|abnormal neutrophil differentiation|abnormal B cell number|decreased macrophage cell number|sepsis|decreased double-positive T cell number|abnormal T cell number|decreased CD4-positive, alpha-beta T cell number|decreased CD8-positive, alpha-beta T cell number|abnormal macrophage differentiation|absent mature B cells|decreased spleen red pulp amount|dark liver",17043238|8896458,shortens,premature death,1
MGI:3793622,Spi1,multi-locus,mixed,involves: 129S2/SvPas * C57BL/6 * SJL,nervous system,2,0,1,motor neuron degeneration|decreased motor neuron number,17043238,shortens,premature death,0
MGI:3793701,Aire,homozygote,decreased,NOD.129S2(B6)-Aire<tm1.1Doi>/Doi,immune system,12,0,1,increased incidence of corneal inflammation|retina degeneration|liver inflammation|lung inflammation|ovary inflammation|pancreas inflammation|salivary gland inflammation|stomach inflammation|thyroid gland inflammation|prostate gland inflammation|increased autoantibody level|cachexia,16172259,shortens,premature death,0
MGI:3793717,Ndufs4,homozygote,decreased,involves: 129/Sv * 129S4/SvJaeSor * C57BL/6,behavior/neurological,16,0,1,sparse hair|decreased body size|cataract|ataxia|decreased startle reflex|hunched posture|limb grasping|abnormal motor coordination/balance|impaired righting response|impaired balance|postnatal growth retardation|blindness|lethargy|decreased body temperature|abnormal eye electrophysiology|abnormal mitochondrial ATP synthesis coupled electron transport,18396137,shortens,premature death,0
MGI:3793728,Atp7a,hemizygote,unknown,Not Specified,cardiovascular system,21,0,1,abnormal aorta morphology|diluted coat color|abnormal hindlimb morphology|tremors|decreased body size|curly vibrissae|decreased locomotor activity|hunched posture|male infertility|coarse hair|abnormal aorta elastic fiber morphology|priapism|decreased aorta elastin content|abnormal noradrenaline level|cachexia|lethargy|hemothorax|aortic aneurysm|dilated ascending aorta|dilated aorta|increased aortic weight,1115218|1115218|3385878|4808708|3385878|3385878|4808708|3385878|4858102|4808708|4858102,shortens,premature death,0
MGI:3793729,Atp7a,hemizygote,unknown,Not Specified,homeostasis/metabolism,17,0,1,abnormal aorta morphology|abnormal skin condition|male infertility|abnormal coat/hair pigmentation|decreased skin tensile strength|abnormal aorta elastic fiber morphology|abnormal pH regulation|abnormal enzyme/coenzyme activity|abnormal mitochondrial physiology|aortic aneurysm|abnormal cutaneous collagen fibril morphology|decreased creatine level|increased brain enzyme/coenzyme activity|decreased brain enzyme/coenzyme activity|decreased muscle enzyme/coenzyme activity|decreased creatine kinase activity|increased aortic weight,10098864|4808708|9147646|9342151,shortens,premature death,0
MGI:3793785,Atp7a,homozygote,unknown,Not Specified,integument,6,0,1,diluted coat color|abnormal hindlimb morphology|decreased body size|curly vibrissae|female infertility|aortic aneurysm,4808708,shortens,premature death,0
MGI:3794990,Rela|Tnfrsf1a,multi-locus,decreased,involves: 129S2/SvPas * 129S6/SvEvTac * C57BL/6,vision/eye,2,0,1,abnormal eye development|blindness,18408078,shortens,premature death,1
MGI:3794992,Rela|Tnfrsf1a,multi-locus,decreased,involves: 129S2/SvPas * 129S6/SvEvTac * C57BL/6,,0,0,1,,18408078,shortens,premature death,0
MGI:3795243,Cnr1,homozygote,decreased,involves: 129 * C57BL/6J,behavior/neurological,13,0,1,decreased locomotor activity|increased circulating corticosterone level|increased thermal nociceptive threshold|decreased vertical activity|catalepsy|hypoalgesia|maternal effect|increased follicle stimulating hormone level|increased circulating estradiol level|decreased circulating progesterone level|increased chemical nociceptive threshold|impaired behavioral response to addictive substance|early parturition,10318961|10318961|10318962|10318962|18833324,shortens,premature death,0
MGI:3795387,Mcoln1,homozygote,decreased,involves: 129S6/SvEvTac * C57BL/6,behavior/neurological,23,0,1,distended urinary bladder|weakness|hindlimb paralysis|decreased brain size|decreased body weight|distended abdomen|retina degeneration|abnormal optic nerve morphology|abnormal gait|short stride length|hunched posture|limb grasping|abnormal macrophage physiology|dilated cardiomyopathy|abnormal nervous system morphology|abnormal retina outer nuclear layer morphology|increased circulating gastrin level|decreased skeletal muscle mass|lethargy|thin retina inner nuclear layer|thin retina inner plexiform layer|absent subcutaneous adipose tissue|abnormal stomach mucosa morphology,17924347|23063126,shortens,premature death,0
MGI:3795455,Cdc73,multi-locus,none,involves: 129S4/SvJae * C57BL/6 * CBA,endocrine/exocrine gland,26,0,1,decreased cell proliferation|abnormal digestive system morphology|small liver|small salivary gland|small spleen|small testis|small seminal vesicle|weight loss|decreased locomotor activity|hepatic necrosis|decreased embryo size|abnormal reflex|abnormal gland physiology|small heart|small stomach|small kidney|small lung|abnormal nervous system development|renal necrosis|decreased skeletal muscle mass|ascites|decreased pulmonary respiratory rate|increased apoptosis|decreased subcutaneous adipose tissue amount|decreased abdominal adipose tissue amount|increased fibroblast apoptosis,18212049,shortens,premature death,1
MGI:3795714,Foxp2,homozygote,unknown,involves: BALB/c * C3H/HeH,nervous system,4,0,1,small cerebellum|abnormal cerebellar foliation|abnormal righting response|slow postnatal weight gain,18328704,shortens,premature death,0
MGI:3795715,Foxp2,homozygote,unknown,involves: BALB/c * C3H/HeH,behavior/neurological,5,0,1,small cerebellum|abnormal vocalization|abnormal righting response|slow postnatal weight gain|reduced cerebellar foliation,18328704,shortens,premature death,0
MGI:3795717,Foxp2,homozygote,unknown,involves: C3HeB/FeJ,nervous system,4,0,1,small cerebellum|abnormal righting response|slow postnatal weight gain|reduced cerebellar foliation,18328704,shortens,premature death,0
MGI:3795904,Lactb2,homozygote,increased,FVB/NJ-Lactb2<Tg(Igh-Meis1)2770Amb>,liver/biliary system,11,0,1,enlarged liver|pale liver|abnormal skin condition|decreased body size|disheveled coat|abnormal blood vessel morphology|respiratory distress|lethargy|abnormal fat pad morphology|abnormal seminal vesicle development|microvesicular hepatic steatosis,12374767,shortens,premature death,0
MGI:3795907,Src|Yes1,multi-locus,decreased,involves: 129S7/SvEvBrd,growth/size/body region,3,0,1,osteopetrosis|decreased body size|abnormal breathing pattern,7958873,shortens,premature death,1
MGI:3796072,Glis2,homozygote,decreased,involves: 129P2/OlaHsd * C57BL/6,renal/urinary system,21,0,1,polydipsia|polyuria|dilated renal tubule|glomerulonephritis|abnormal renal glomerular capsule morphology|albuminuria|increased urine protein level|renal interstitial fibrosis|kidney failure|decreased kidney weight|increased renal tubule apoptosis|pale kidney|kidney atrophy|glomerulosclerosis|increased circulating creatinine level|increased blood urea nitrogen level|kidney degeneration|renal tubule atrophy|renal glomerulus atrophy|renal cast|increased glomerular capsule space,18227149,shortens,premature death,0
MGI:3796418,Ghr,homozygote,decreased,involves: 129P2/OlaHsd * BALB/c,reproductive system,90,1,0,increased white adipose tissue amount|decreased circulating LDL cholesterol level|decreased circulating HDL cholesterol level|impaired ovarian folliculogenesis|abnormal spermatogenesis|decreased body length|abnormal body weight|obese|decreased body weight|decreased body size|abnormal avoidance learning behavior|impaired embryo implantation|postnatal growth retardation|increased circulating corticosterone level|reduced male fertility|female infertility|decreased litter size|delayed sexual maturation|abnormal learning/memory/conditioning|abnormal skeleton development|decreased brain weight|increased brain weight|abnormal artery morphology|long gestation period|delayed vaginal opening|decreased circulating triglyceride level|decreased corpora lutea number|decreased mature ovarian follicle number|decreased circulating insulin level|short tibia|decreased circulating luteinizing hormone level|decreased circulating testosterone level|abnormal testes secretion|decreased heart weight|increased insulin sensitivity|abnormal long bone epiphyseal plate morphology|short femur|decreased ovulation rate|impaired luteinization|decreased liver weight|abnormal ovary physiology|abnormal compact bone morphology|decreased kidney weight|abnormal circulating lipid level|decreased lean body mass|decreased fetal size|fetal growth retardation|decreased length of long bones|decreased circulating insulin-like growth factor I level|decreased susceptibility to autoimmune diabetes|decreased testis weight|increased uterus weight|abnormal seminal vesicle weight|decreased seminal vesicle weight|increased placenta weight|abnormal epididymis weight|decreased epididymis weight|decreased spleen weight|increased circulating growth hormone level|increased circulating prolactin level|decreased circulating VLDL cholesterol level|decreased circulating cholesterol level|decreased circulating estradiol level|abnormal food intake|increased percent body fat/body weight|decreased triiodothyronine level|decreased circulating glucose level|increased circulating leptin level|decreased systemic arterial systolic blood pressure|abnormal bone ossification|decreased pituitary gland weight|delayed balanopreputial separation|proportional dwarf|delayed male fertility|delayed female fertility|prolonged estrous cycle|prolonged diestrus|abnormal metestrus|increased interscapular fat pad weight|increased retroperitoneal fat pad weight|decreased fetal weight|decreased birth weight|decreased bone mineral content|increased food intake|decreased fasting circulating glucose level|decreased areal bone mineral density|decreased testes secretion|decreased elongated spermatid number|increased circulating adiponectin level|decreased prostate gland ventral lobe weight,10067829|10067829|10631109|10875265|9371826|10067829|10631109|12185100|10067829|10875265|10974652|12185100|15231300|16174655|10067829|12185100|10342852|10342852|12185100|12297526|10342852|9371826|10614635|10631109|10631109|15231300|10631109|16174655|10631109|16174655|9371826|10631109|19269870|10875265|10875265|9371826|10974652|10974652|16174655|11336996|12185100|12297526|12297526|9371826|15231300|15231300|16174655|16174655|19269870|9371826,extends,extended life span,1
